shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,28,42.484520,-79.329970,3042.870988063848
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,29,42.483820,-79.329780,3122.2515894449307
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,30,42.483120,-79.334420,3510.6266003368582
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,31,42.483340,-79.334480,3535.579413076192
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,32,42.479630,-79.333460,3956.507847066947
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,33,42.477730,-79.332930,4172.203235584435
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,34,42.477420,-79.332900,4206.761401954814
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,35,42.475288,-79.333010,4444.012436343385
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,36,42.475280,-79.333010,4444.893867771117
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,37,42.468320,-79.333380,5219.406378660238
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,38,42.460960,-79.333710,6038.249717126102
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,39,42.457830,-79.333880,6386.569611408866
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,40,42.457800,-79.330630,6653.210405633486
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,41,42.457810,-79.329560,6740.996945727733
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,42,42.457870,-79.329070,6781.74490383547
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,43,42.457880,-79.328850,6799.827226074067
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,44,42.457880,-79.327610,6901.552877078207
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,45,42.457880,-79.327602,6902.216607066394
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,46,42.457880,-79.325220,7097.620865703613
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,47,42.457890,-79.324930,7121.437511771588
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,48,42.457930,-79.324780,7134.522185528702
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,49,42.458370,-79.324580,7186.125834638431
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,50,42.458460,-79.324580,7196.1333918594655
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,51,42.458370,-79.324260,7224.227793906883
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,52,42.458270,-79.323690,7272.292359064851
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,53,42.458240,-79.323200,7312.628334796277
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,54,42.458240,-79.322920,7335.598511031649
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,55,42.458620,-79.318070,7735.710963491469
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,56,42.458530,-79.318070,7745.718520712503
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,57,42.458520,-79.318130,7750.764714933416
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,58,42.458460,-79.318140,7757.4866667271535
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,59,42.458330,-79.318120,7772.034842438895
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,60,42.458280,-79.318050,7780.027814881185
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,61,42.458200,-79.318060,7788.961168659767
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,62,42.458190,-79.317940,7798.868137024686
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,63,42.457520,-79.317910,7873.4094805878185
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,64,42.457520,-79.317970,7879.152090675248
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,65,42.457520,-79.317910,7884.074327892878
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,66,42.458190,-79.317940,7958.61567145601
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,67,42.458200,-79.318060,7968.522639820929
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,68,42.458280,-79.318050,7977.455993599511
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,69,42.458340,-79.318000,7985.2877566018415
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,70,42.458410,-79.317990,7993.114524007532
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,71,42.458520,-79.318000,8005.373462637594
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,72,42.458530,-79.318070,8011.222646057923
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,73,42.458620,-79.318070,8021.230203278958
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,74,42.458540,-79.319110,8107.010033819721
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,75,42.458740,-79.316440,8327.171757921287
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,76,42.458910,-79.313370,8579.729395605513
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,77,42.458610,-79.313360,8613.098005303036
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,78,42.458460,-79.313340,8629.857770854433
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,79,42.457770,-79.313340,8706.582376216222
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,80,42.457770,-79.313550,8723.810137698481
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,81,42.457770,-79.313120,8759.08603025642
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,82,42.457740,-79.312850,8781.485800749324
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,83,42.457740,-79.312200,8834.809849928204
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,84,42.457770,-79.312060,8846.76966613329
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,85,42.457840,-79.311860,8864.929718511543
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,86,42.455290,-79.310460,9170.855509487536
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,87,42.454880,-79.310270,9219.036653506559
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,88,42.454650,-79.311050,9287.949910785908
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,89,42.454350,-79.310880,9324.106656405838
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,90,42.453810,-79.312510,9470.6967455016
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,91,42.453790,-79.312500,9473.06715262972
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,92,42.453330,-79.312190,9530.191066853822
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,93,42.453780,-79.310910,9646.517328666923
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,94,42.453785,-79.310894,9647.95566298774
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,95,42.453850,-79.310690,9666.173408538456
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,96,42.454050,-79.310490,9693.810506564723
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,97,42.454230,-79.309920,9744.677545880813
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,98,42.454880,-79.310270,9822.449349681156
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,99,42.455290,-79.310460,9870.630493700179
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,100,42.457060,-79.311420,10082.618703112032
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,101,42.461060,-79.313640,10563.239768345145
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,102,42.461760,-79.314050,10648.03199376978
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,103,42.462330,-79.314340,10715.730568098035
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,104,42.467840,-79.317510,11381.31054329617
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,105,42.470770,-79.319270,11737.661542498845
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,106,42.471690,-79.319800,11848.813889467605
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,107,42.475910,-79.322140,12355.786749570709
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,108,42.478550,-79.323680,12675.357776389197
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,109,42.478640,-79.323470,12695.276349506776
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,110,42.478730,-79.323340,12709.898705067892
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,111,42.478710,-79.323310,12713.215140169697
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,112,42.478730,-79.323340,12716.531575271503
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,113,42.479340,-79.322660,12804.341827763916
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,114,42.481280,-79.320680,13074.341818723642
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,115,42.484880,-79.316940,13578.626705313814
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,116,42.484560,-79.316370,13637.370421616617
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,117,42.484202,-79.315643,13709.056143765389
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,118,42.484200,-79.315640,13709.383069363714
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,119,42.483510,-79.314310,13842.73056449251
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,120,42.481560,-79.316340,14116.093698952192
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,121,42.478460,-79.319510,14547.837894929733
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,122,42.478480,-79.319540,14551.154337324373
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,123,42.478970,-79.320440,14642.895177018221
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,124,42.479920,-79.322070,14813.269901608232
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,125,42.481720,-79.325239,15141.28098640509
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,126,42.481720,-79.325240,15141.35589322002
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,127,42.482830,-79.327190,15343.358725393546
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,128,42.483420,-79.326590,15425.3641476614
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,129,42.483740,-79.327130,15482.170639262966
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,130,42.484000,-79.327610,15531.008571163915
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,131,42.484080,-79.327810,15549.666235649214
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,132,42.484090,-79.327930,15559.56915856458
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,133,42.484060,-79.328220,15583.582709826627
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,134,42.483820,-79.329780,15714.260851978832
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,135,42.484520,-79.329970,15793.641453359915
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,136,42.483820,-79.329780,15873.022054740997
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,137,42.483120,-79.334420,16261.397065632926
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,138,42.483340,-79.334480,16286.349878372259
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,139,42.484800,-79.334890,16452.139542881392
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,140,42.485130,-79.332670,16637.843899112355
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,141,42.485131,-79.332661,16638.623801052177
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,142,42.485130,-79.332670,16639.406281102587
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,143,42.485260,-79.331800,16712.196938521098
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,144,42.486700,-79.332180,16875.32159333475
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,145,42.486708,-79.332182,16876.27483701626
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,146,42.487670,-79.332460,16985.59740309813
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,147,42.487900,-79.330920,17114.43757171583
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,148,42.487980,-79.330810,17127.10592204033
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,149,42.488200,-79.329370,17247.689409904797
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,150,42.489010,-79.329600,17339.71069551617
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,151,42.488200,-79.329370,17431.73198112754
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,152,42.488480,-79.327420,17594.629006148174
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,153,42.488720,-79.325880,17723.692889440277
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,154,42.488810,-79.325520,17754.86184589294
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,155,42.488950,-79.325190,17786.079096746416
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,156,42.489070,-79.324950,17809.85537460873
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,157,42.487930,-79.322760,18029.662280829536
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,158,42.487920,-79.322870,18038.750281708493
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,159,42.487930,-79.322760,18047.83828258745
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,160,42.489070,-79.324950,18267.645188808256
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,161,42.492940,-79.317620,19006.830271765826
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,162,42.494850,-79.313960,19374.465382883824
3d4f56e2-c2e9-47b5-9d60-9aa26c8aa85d,163,42.497040,-79.309850,19790.213999159037
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,0,42.096850,-79.237980,0
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,1,42.096850,-79.237990,0.8250816156827634
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,2,42.096640,-79.239570,133.2630232416078
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,3,42.096340,-79.241290,279.045786003132
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,4,42.096260,-79.241910,330.96897333890973
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,5,42.096082,-79.242930,417.41293603370303
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,6,42.096080,-79.242940,418.27841754837493
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,7,42.095960,-79.243680,480.7762905016444
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,8,42.096370,-79.243840,528.239168431196
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,9,42.098560,-79.244470,777.2422245384334
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,10,42.100330,-79.245000,978.8566004936442
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,11,42.100340,-79.244970,981.5700113096958
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,12,42.100340,-79.244980,982.3950475178536
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,13,42.099841,-79.247853,1225.8196564335444
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,14,42.099840,-79.247860,1226.4242406170001
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,15,42.099480,-79.250010,1408.269632025876
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,16,42.099410,-79.250240,1428.7800608195068
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,17,42.099350,-79.250360,1440.718788399324
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,18,42.098020,-79.252400,1664.7726801545637
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,19,42.098030,-79.252410,1666.1572988868663
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,20,42.098340,-79.252810,1713.8792357197196
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,21,42.098720,-79.253400,1778.3386059331312
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,22,42.098830,-79.253570,1796.9487157225362
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,23,42.099010,-79.253680,1818.9253248574284
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,24,42.099850,-79.253930,1914.57950730916
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,25,42.100000,-79.254030,1933.187762129087
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,26,42.100150,-79.254200,1954.9803598945211
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,27,42.102370,-79.257440,2318.8346307024676
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,28,42.103190,-79.258580,2449.8280820477985
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,29,42.106530,-79.263450,2996.95329735465
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,30,42.106630,-79.263610,3014.2120475051897
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,31,42.106800,-79.263960,3048.7229261209955
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,32,42.107960,-79.266590,3301.129923288421
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,33,42.108760,-79.268310,3468.5977257091035
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,34,42.109200,-79.269320,3565.2181695422264
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,35,42.109640,-79.270290,3659.0076459172287
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,36,42.109710,-79.270470,3675.772556169562
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,37,42.109790,-79.270790,3703.6283654836925
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,38,42.109850,-79.271160,3734.870811336459
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,39,42.110110,-79.273050,3893.4368114949752
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,40,42.110130,-79.273510,3931.447735602202
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,41,42.109910,-79.277760,4282.887029695189
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,42,42.109970,-79.280090,4475.207117654937
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,43,42.109990,-79.282990,4714.441577278058
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,44,42.109420,-79.282990,4777.822773011537
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,45,42.109430,-79.284590,4909.814335393334
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,46,42.109420,-79.284770,4924.704435953091
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,47,42.109380,-79.284850,4932.662722704448
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,48,42.109310,-79.284890,4941.116902576121
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,49,42.108840,-79.284890,4993.378590285878
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,50,42.108870,-79.287090,5174.892835736079
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,51,42.108870,-79.287080,5175.7177609496375
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,52,42.103670,-79.287220,5754.047512502052
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,53,42.103150,-79.288190,5852.775734005612
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,54,42.101340,-79.291950,6222.550716506453
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,55,42.100970,-79.292870,6308.886378464005
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,56,42.100730,-79.293590,6374.007797942493
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,57,42.100530,-79.294410,6445.221955180741
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,58,42.100460,-79.294920,6488.012581015305
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,59,42.100460,-79.295380,6525.964174755767
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,60,42.100560,-79.295960,6575.0910987456045
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,61,42.100720,-79.296730,6641.062826900592
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,62,42.100760,-79.297090,6671.095130380418
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,63,42.100800,-79.297140,6677.161417204619
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,64,42.100830,-79.297350,6694.805265600484
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,65,42.100830,-79.297480,6705.5306534213405
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,66,42.101050,-79.298820,6818.75864601266
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,67,42.101110,-79.300250,6936.925938867744
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,68,42.101240,-79.301050,7004.492388206158
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,69,42.101410,-79.301730,7063.6930475592635
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,70,42.101860,-79.303780,7240.068748829061
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,71,42.102050,-79.304530,7305.452305905424
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,72,42.102680,-79.307190,7535.814764811453
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,73,42.102810,-79.307790,7587.382551672913
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,74,42.102850,-79.308210,7622.317012319251
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,75,42.102860,-79.308656,7659.151968495318
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,76,42.102860,-79.308660,7659.458817611717
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,77,42.102840,-79.312770,7998.54256910028
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,78,42.102840,-79.314680,8156.118271811175
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,79,42.102860,-79.315940,8260.092505187868
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,80,42.103360,-79.322880,8835.335689108442
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,81,42.103380,-79.324510,8969.828552585903
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,82,42.103370,-79.326230,9111.732344701557
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,83,42.103370,-79.328800,9323.756517882513
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,84,42.103390,-79.329550,9385.671219661333
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,85,42.103440,-79.329920,9416.698270761502
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,86,42.103560,-79.330730,9484.84204571962
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,87,42.103710,-79.331320,9536.295083762061
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,88,42.104150,-79.332530,9647.463938378982
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,89,42.104180,-79.332660,9658.695579159323
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,90,42.104210,-79.332970,9684.486787221358
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,91,42.104200,-79.333240,9706.789144068096
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,92,42.104120,-79.333600,9737.792256048568
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,93,42.103820,-79.334430,9813.959778269962
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,94,42.103112,-79.336314,9988.154930793848
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,95,42.103110,-79.336320,9988.731657872404
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,96,42.102820,-79.337060,10057.774851121037
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,97,42.102570,-79.337750,10121.125233639721
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,98,42.102460,-79.338280,10166.529207720967
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,99,42.102330,-79.338800,10211.799614103033
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,100,42.102140,-79.339310,10258.881543598376
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,101,42.101770,-79.340120,10337.357170808662
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,102,42.100070,-79.343640,10683.869766830945
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,103,42.099870,-79.344130,10730.009955156589
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,104,42.099770,-79.344420,10756.393827458453
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,105,42.099670,-79.344950,10801.512828956107
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,106,42.099481,-79.346312,10915.870322222909
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,107,42.099480,-79.346320,10916.501668047802
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,108,42.099260,-79.347890,11048.32407101958
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,109,42.099200,-79.348060,11063.855858533794
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,110,42.099110,-79.348130,11075.41033821128
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,111,42.099060,-79.348140,11081.03097664132
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,112,42.098860,-79.348130,11103.285291932872
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,113,42.098720,-79.345840,11292.863441938614
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,114,42.098520,-79.342370,11580.021220136094
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,115,42.098490,-79.341570,11646.110269235745
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,116,42.097990,-79.334120,12263.29189572396
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,117,42.097830,-79.330920,12527.912354718308
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,118,42.097760,-79.329330,12659.329087498305
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,119,42.097760,-79.328800,12703.057785622414
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,120,42.097870,-79.326080,12927.809647414746
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,121,42.098020,-79.322880,13192.357527582246
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,122,42.098110,-79.320600,13380.738540394615
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,123,42.098080,-79.319400,13479.802571656111
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,124,42.098030,-79.318460,13557.557794868075
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,125,42.097720,-79.314570,13880.355127579509
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,126,42.097650,-79.313230,13991.188263752396
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,127,42.097630,-79.312590,14044.039639179264
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,128,42.097650,-79.311750,14113.381302775786
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,129,42.097700,-79.310910,14182.90990217649
4bde63ce-7269-43e2-9a15-2e19bf1e6dcc,130,42.097770,-79.310200,14242.004732930258
