shape_id,shape_pt_sequence,shape_pt_lat,shape_pt_lon,shape_dist_traveled
1d0dc5fa-ce2f-479f-844c-a1391dad4144,66,42.119510,-79.198980,4584.623270021249
1d0dc5fa-ce2f-479f-844c-a1391dad4144,67,42.119500,-79.199000,4586.612623599812
1d0dc5fa-ce2f-479f-844c-a1391dad4144,68,42.118940,-79.198090,4684.136223202444
1d0dc5fa-ce2f-479f-844c-a1391dad4144,69,42.118990,-79.198030,4691.579416048302
1d0dc5fa-ce2f-479f-844c-a1391dad4144,70,42.118980,-79.198030,4692.6913668502
1d0dc5fa-ce2f-479f-844c-a1391dad4144,71,42.119180,-79.197800,4721.9222276196415
1d0dc5fa-ce2f-479f-844c-a1391dad4144,72,42.121690,-79.195030,5082.604596088209
1d0dc5fa-ce2f-479f-844c-a1391dad4144,73,42.122710,-79.193840,5232.592581573539
1d0dc5fa-ce2f-479f-844c-a1391dad4144,74,42.124500,-79.191850,5490.570519000224
1d0dc5fa-ce2f-479f-844c-a1391dad4144,75,42.128310,-79.187510,6045.1764400656575
1d0dc5fa-ce2f-479f-844c-a1391dad4144,76,42.129610,-79.186070,6232.2531125884525
1d0dc5fa-ce2f-479f-844c-a1391dad4144,77,42.130690,-79.184850,6388.91695158035
1d0dc5fa-ce2f-479f-844c-a1391dad4144,78,42.131910,-79.183370,6571.3950346469655
1d0dc5fa-ce2f-479f-844c-a1391dad4144,79,42.132230,-79.182960,6620.478584538559
1d0dc5fa-ce2f-479f-844c-a1391dad4144,80,42.132231,-79.182959,6620.587784680616
1d0dc5fa-ce2f-479f-844c-a1391dad4144,81,42.132930,-79.182050,6728.596795892156
1d0dc5fa-ce2f-479f-844c-a1391dad4144,82,42.133080,-79.181890,6749.863519520967
1d0dc5fa-ce2f-479f-844c-a1391dad4144,83,42.133430,-79.181440,6803.637006438121
1d0dc5fa-ce2f-479f-844c-a1391dad4144,84,42.133860,-79.180860,6871.265295634594
1d0dc5fa-ce2f-479f-844c-a1391dad4144,85,42.134390,-79.180090,6957.894527322084
1d0dc5fa-ce2f-479f-844c-a1391dad4144,86,42.134800,-79.179560,7021.048498113624
1d0dc5fa-ce2f-479f-844c-a1391dad4144,87,42.134970,-79.179320,7048.415938361474
1d0dc5fa-ce2f-479f-844c-a1391dad4144,88,42.134880,-79.179210,7061.922388867399
1d0dc5fa-ce2f-479f-844c-a1391dad4144,89,42.134670,-79.179030,7089.591323839986
1d0dc5fa-ce2f-479f-844c-a1391dad4144,90,42.134570,-79.178980,7101.450589285363
1d0dc5fa-ce2f-479f-844c-a1391dad4144,91,42.134320,-79.178900,7130.021353640395
1d0dc5fa-ce2f-479f-844c-a1391dad4144,92,42.134210,-79.178880,7142.363493260616
1d0dc5fa-ce2f-479f-844c-a1391dad4144,93,42.133860,-79.178910,7181.360313906551
1d0dc5fa-ce2f-479f-844c-a1391dad4144,94,42.133220,-79.179070,7253.737857928129
1d0dc5fa-ce2f-479f-844c-a1391dad4144,95,42.132260,-79.179370,7363.314184469175
1d0dc5fa-ce2f-479f-844c-a1391dad4144,96,42.130410,-79.179900,7573.6166995394915
1d0dc5fa-ce2f-479f-844c-a1391dad4144,97,42.129970,-79.179970,7622.881895252367
1d0dc5fa-ce2f-479f-844c-a1391dad4144,98,42.129810,-79.179970,7640.673108089849
1d0dc5fa-ce2f-479f-844c-a1391dad4144,99,42.129530,-79.179930,7671.981982171511
1d0dc5fa-ce2f-479f-844c-a1391dad4144,100,42.129280,-79.179830,7700.978148938328
1d0dc5fa-ce2f-479f-844c-a1391dad4144,101,42.128860,-79.179620,7750.78759135309
1d0dc5fa-ce2f-479f-844c-a1391dad4144,102,42.127270,-79.178720,7942.534892618531
1d0dc5fa-ce2f-479f-844c-a1391dad4144,103,42.127090,-79.178840,7964.862911495534
1d0dc5fa-ce2f-479f-844c-a1391dad4144,104,42.126960,-79.179000,7984.4349851617235
1d0dc5fa-ce2f-479f-844c-a1391dad4144,105,42.125150,-79.181610,8279.118117704285
1d0dc5fa-ce2f-479f-844c-a1391dad4144,106,42.123420,-79.184050,8557.506137951139
1d0dc5fa-ce2f-479f-844c-a1391dad4144,107,42.121640,-79.186640,8849.323333865565
1d0dc5fa-ce2f-479f-844c-a1391dad4144,108,42.121640,-79.186650,8850.148092878357
1d0dc5fa-ce2f-479f-844c-a1391dad4144,109,42.120700,-79.187940,8999.295565469385
1d0dc5fa-ce2f-479f-844c-a1391dad4144,110,42.119090,-79.190280,9262.541088766247
1d0dc5fa-ce2f-479f-844c-a1391dad4144,111,42.117830,-79.192060,9465.479810187922
1d0dc5fa-ce2f-479f-844c-a1391dad4144,112,42.116500,-79.194020,9684.58389365573
1d0dc5fa-ce2f-479f-844c-a1391dad4144,113,42.116510,-79.194040,9686.573311991167
1d0dc5fa-ce2f-479f-844c-a1391dad4144,114,42.116280,-79.193620,9729.633661881287
1d0dc5fa-ce2f-479f-844c-a1391dad4144,115,42.115560,-79.192060,9881.18127941538
1d0dc5fa-ce2f-479f-844c-a1391dad4144,116,42.115250,-79.191530,9936.853072336582
1d0dc5fa-ce2f-479f-844c-a1391dad4144,117,42.114690,-79.190700,10029.397830127622
1d0dc5fa-ce2f-479f-844c-a1391dad4144,118,42.114500,-79.190460,10058.350394978434
1d0dc5fa-ce2f-479f-844c-a1391dad4144,119,42.114170,-79.189970,10112.940503087773
1d0dc5fa-ce2f-479f-844c-a1391dad4144,120,42.113840,-79.189570,10162.287270332317
1d0dc5fa-ce2f-479f-844c-a1391dad4144,121,42.113250,-79.188730,10257.707079098627
1d0dc5fa-ce2f-479f-844c-a1391dad4144,122,42.112530,-79.187480,10388.24889583907
1d0dc5fa-ce2f-479f-844c-a1391dad4144,123,42.112090,-79.186590,10476.472507011924
1d0dc5fa-ce2f-479f-844c-a1391dad4144,124,42.110780,-79.183750,10752.335787979413
1d0dc5fa-ce2f-479f-844c-a1391dad4144,125,42.110130,-79.182230,10897.06124889258
1d0dc5fa-ce2f-479f-844c-a1391dad4144,126,42.109020,-79.179750,11135.989586384914
1d0dc5fa-ce2f-479f-844c-a1391dad4144,127,42.108700,-79.179220,11192.3601339743
1d0dc5fa-ce2f-479f-844c-a1391dad4144,128,42.108480,-79.178990,11223.318539465272
1d0dc5fa-ce2f-479f-844c-a1391dad4144,129,42.108330,-79.178860,11243.14791769351
1d0dc5fa-ce2f-479f-844c-a1391dad4144,130,42.107940,-79.178660,11289.546451741351
1d0dc5fa-ce2f-479f-844c-a1391dad4144,131,42.107750,-79.178620,11310.929652241995
1d0dc5fa-ce2f-479f-844c-a1391dad4144,132,42.106410,-79.178570,11459.98814056791
1d0dc5fa-ce2f-479f-844c-a1391dad4144,133,42.105310,-79.178560,11582.305510824614
1d0dc5fa-ce2f-479f-844c-a1391dad4144,134,42.105300,-79.179850,11688.732656759337
1d0dc5fa-ce2f-479f-844c-a1391dad4144,135,42.105325,-79.180124,11711.54484537793
1d0dc5fa-ce2f-479f-844c-a1391dad4144,136,42.105330,-79.180180,11716.160330382652
1d0dc5fa-ce2f-479f-844c-a1391dad4144,137,42.105350,-79.180310,11727.113107124349
1d0dc5fa-ce2f-479f-844c-a1391dad4144,138,42.105420,-79.180530,11746.861126948495
1d0dc5fa-ce2f-479f-844c-a1391dad4144,139,42.105550,-79.180730,11768.797105578129
