trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
CARTS-Teal-01-04,5,STOP_cdf0109c-a9de-4c42-9a0c-fc52f1acec8b,12:18:00,12:18:00,,0,0,,,11103.29,0
CARTS-Teal-01-04,6,364785,12:19:00,12:19:00,,0,0,,,14847.79,0
CARTS-Teal-01-04,7,STOP_9c42d68a-0be8-43f4-97da-8c2ab60d00fa,12:23:00,12:23:00,,0,0,,,15598.81,0
CARTS-Teal-01-04,8,STOP_24c252f6-5e48-4512-8add-3f656d6998f7,12:24:00,12:24:00,,0,0,,,16626.96,0
CARTS-Teal-01-04,9,364783,12:31:00,12:31:00,,0,0,,,19536.48,0
CARTS-Teal-01-04,10,STOP_7446e78f-4364-4c73-9995-c78bc7b63972,12:32:00,12:32:00,,0,0,,,19804.08,0
CARTS-Teal-01-04,11,q0fo,12:35:00,12:35:00,,0,0,,,21980.42,
CARTS-Teal-01-04,12,364759,12:45:00,12:45:00,,0,0,,,23641.42,
CARTS-Teal-01-06,0,364759,15:00:00,15:00:00,,0,0,,,0,0
CARTS-Teal-01-06,1,364790,15:02:00,15:02:00,,0,0,,,981.57,0
CARTS-Teal-01-06,2,e5jq,15:03:00,15:03:00,,0,0,,,1666.16,
CARTS-Teal-01-06,3,364787,15:08:00,15:08:00,,0,0,,,5174.89,0
CARTS-Teal-01-06,4,364786,15:14:00,15:14:00,,0,0,,,9111.73,0
CARTS-Teal-01-06,5,STOP_cdf0109c-a9de-4c42-9a0c-fc52f1acec8b,15:18:00,15:18:00,,0,0,,,11103.29,0
CARTS-Teal-01-06,6,364785,15:19:00,15:19:00,,0,0,,,14847.79,0
CARTS-Teal-01-06,7,STOP_9c42d68a-0be8-43f4-97da-8c2ab60d00fa,15:23:00,15:23:00,,0,0,,,15598.81,0
CARTS-Teal-01-06,8,STOP_24c252f6-5e48-4512-8add-3f656d6998f7,15:24:00,15:24:00,,0,0,,,16626.96,0
CARTS-Teal-01-06,9,364783,15:31:00,15:31:00,,0,0,,,19536.48,0
CARTS-Teal-01-06,10,STOP_7446e78f-4364-4c73-9995-c78bc7b63972,15:32:00,15:32:00,,0,0,,,19804.08,0
CARTS-Teal-01-06,11,q0fo,15:35:00,15:35:00,,0,0,,,21980.42,
CARTS-Teal-01-06,12,364759,15:45:00,15:45:00,,0,0,,,23641.42,
CARTS-Teal-01-02,0,364759,09:00:00,09:00:00,,0,0,,,0,0
CARTS-Teal-01-02,1,364790,09:02:00,09:02:00,,0,0,,,981.57,0
CARTS-Teal-01-02,2,e5jq,09:03:00,09:03:00,,0,0,,,1666.16,
CARTS-Teal-01-02,3,364787,09:08:00,09:08:00,,0,0,,,5174.89,0
CARTS-Teal-01-02,4,364786,09:14:00,09:14:00,,0,0,,,9111.73,0
CARTS-Teal-01-02,5,STOP_cdf0109c-a9de-4c42-9a0c-fc52f1acec8b,09:18:00,09:18:00,,0,0,,,11103.29,0
CARTS-Teal-01-02,6,364785,09:19:00,09:19:00,,0,0,,,14847.79,0
CARTS-Teal-01-02,7,STOP_9c42d68a-0be8-43f4-97da-8c2ab60d00fa,09:23:00,09:23:00,,0,0,,,15598.81,0
CARTS-Teal-01-02,8,STOP_24c252f6-5e48-4512-8add-3f656d6998f7,09:24:00,09:24:00,,0,0,,,16626.96,0
CARTS-Teal-01-02,9,364783,09:31:00,09:31:00,,0,0,,,19536.48,0
CARTS-Teal-01-02,10,STOP_7446e78f-4364-4c73-9995-c78bc7b63972,09:32:00,09:32:00,,0,0,,,19804.08,0
CARTS-Teal-01-02,11,q0fo,09:35:00,09:35:00,,0,0,,,21980.42,
CARTS-Teal-01-02,12,364759,09:45:00,09:45:00,,0,0,,,23641.42,
CARTS-Teal-01-05,0,364759,13:30:00,13:30:00,,0,0,,,0,0
CARTS-Teal-01-05,1,364790,13:32:00,13:32:00,,0,0,,,981.57,0
CARTS-Teal-01-05,2,e5jq,13:33:00,13:33:00,,0,0,,,1666.16,
CARTS-Teal-01-05,3,364787,13:38:00,13:38:00,,0,0,,,5174.89,0
CARTS-Teal-01-05,4,364786,13:44:00,13:44:00,,0,0,,,9111.73,0
CARTS-Teal-01-05,5,STOP_cdf0109c-a9de-4c42-9a0c-fc52f1acec8b,13:48:00,13:48:00,,0,0,,,11103.29,0
CARTS-Teal-01-05,6,364785,13:49:00,13:49:00,,0,0,,,14847.79,0
CARTS-Teal-01-05,7,STOP_9c42d68a-0be8-43f4-97da-8c2ab60d00fa,13:53:00,13:53:00,,0,0,,,15598.81,0
CARTS-Teal-01-05,8,STOP_24c252f6-5e48-4512-8add-3f656d6998f7,13:54:00,13:54:00,,0,0,,,16626.96,0
CARTS-Teal-01-05,9,364783,14:01:00,14:01:00,,0,0,,,19536.48,0
CARTS-Teal-01-05,10,STOP_7446e78f-4364-4c73-9995-c78bc7b63972,14:02:00,14:02:00,,0,0,,,19804.08,0
CARTS-Teal-01-05,11,q0fo,14:05:00,14:05:00,,0,0,,,21980.42,
CARTS-Teal-01-05,12,364759,14:15:00,14:15:00,,0,0,,,23641.42,
CARTS-NMain-01-01,0,364759,06:00:00,06:00:00,,0,0,,,0,0
CARTS-NMain-01-01,1,364792,06:04:00,06:04:00,,0,0,,,232.14,0
CARTS-NMain-01-01,2,364794,06:05:00,06:05:00,,0,0,,,883.1,0
CARTS-NMain-01-01,3,364795,06:07:00,06:07:00,,0,0,,,1914.61,0
CARTS-NMain-01-01,4,364796,06:08:00,06:08:00,,0,0,,,2664.26,0
CARTS-NMain-01-01,5,364797,06:10:00,06:10:00,,0,0,,,4062.11,0
CARTS-NMain-01-01,6,364798,06:13:00,06:13:00,,0,0,,,5094.62,0
CARTS-NMain-01-01,7,364799,06:18:00,06:18:00,,0,0,,,6642.74,0
CARTS-NMain-01-01,8,STOP_d7467004-6a75-4c81-9d0b-a37a8ed87bdc,06:19:00,06:19:00,,0,0,,,7245.72,0
CARTS-NMain-01-01,9,364800,06:22:00,06:22:00,,0,0,,,8916.56,0
CARTS-NMain-01-01,10,364801,06:24:00,06:24:00,,0,0,,,9556.41,0
CARTS-NMain-01-01,11,364759,06:25:00,06:25:00,,0,0,,,10336.26,
CARTS-NMain-01-07,0,364759,11:45:00,11:45:00,,0,0,,,0,0
CARTS-NMain-01-07,1,364792,11:49:00,11:49:00,,0,0,,,232.14,0
CARTS-NMain-01-07,2,364794,11:50:00,11:50:00,,0,0,,,883.1,0
CARTS-NMain-01-07,3,364795,11:52:00,11:52:00,,0,0,,,1914.61,0
CARTS-NMain-01-07,4,364796,11:53:00,11:53:00,,0,0,,,2664.26,0
CARTS-NMain-01-07,5,364797,11:55:00,11:55:00,,0,0,,,4062.11,0
CARTS-NMain-01-07,6,364798,11:58:00,11:58:00,,0,0,,,5094.62,0
CARTS-NMain-01-07,7,364799,12:03:00,12:03:00,,0,0,,,6642.74,0
CARTS-NMain-01-07,8,STOP_d7467004-6a75-4c81-9d0b-a37a8ed87bdc,12:04:00,12:04:00,,0,0,,,7245.72,0
CARTS-NMain-01-07,9,364800,12:07:00,12:07:00,,0,0,,,8916.56,0
CARTS-NMain-01-07,10,364801,12:09:00,12:09:00,,0,0,,,9556.41,0
CARTS-NMain-01-07,11,364759,12:10:00,12:10:00,,0,0,,,10336.26,
CARTS-NMain-01-06,0,364759,10:45:00,10:45:00,,0,0,,,0,0
CARTS-NMain-01-06,1,364792,10:49:00,10:49:00,,0,0,,,232.14,0
CARTS-NMain-01-06,2,364794,10:50:00,10:50:00,,0,0,,,883.1,0
CARTS-NMain-01-06,3,364795,10:52:00,10:52:00,,0,0,,,1914.61,0
CARTS-NMain-01-06,4,364796,10:53:00,10:53:00,,0,0,,,2664.26,0
CARTS-NMain-01-06,5,364797,10:55:00,10:55:00,,0,0,,,4062.11,0
CARTS-NMain-01-06,6,364798,10:58:00,10:58:00,,0,0,,,5094.62,0
CARTS-NMain-01-06,7,364799,11:03:00,11:03:00,,0,0,,,6642.74,0
CARTS-NMain-01-06,8,STOP_d7467004-6a75-4c81-9d0b-a37a8ed87bdc,11:04:00,11:04:00,,0,0,,,7245.72,0
CARTS-NMain-01-06,9,364800,11:07:00,11:07:00,,0,0,,,8916.56,0
CARTS-NMain-01-06,10,364801,11:09:00,11:09:00,,0,0,,,9556.41,0
CARTS-NMain-01-06,11,364759,11:10:00,11:10:00,,0,0,,,10336.26,
CARTS-NMain-01-05,0,364759,09:45:00,09:45:00,,0,0,,,0,0
CARTS-NMain-01-05,1,364792,09:49:00,09:49:00,,0,0,,,232.14,0
CARTS-NMain-01-05,2,364794,09:50:00,09:50:00,,0,0,,,883.1,0
CARTS-NMain-01-05,3,364795,09:52:00,09:52:00,,0,0,,,1914.61,0
CARTS-NMain-01-05,4,364796,09:53:00,09:53:00,,0,0,,,2664.26,0
CARTS-NMain-01-05,5,364797,09:55:00,09:55:00,,0,0,,,4062.11,0
CARTS-NMain-01-05,6,364798,09:58:00,09:58:00,,0,0,,,5094.62,0
CARTS-NMain-01-05,7,364799,10:03:00,10:03:00,,0,0,,,6642.74,0
CARTS-NMain-01-05,8,STOP_d7467004-6a75-4c81-9d0b-a37a8ed87bdc,10:04:00,10:04:00,,0,0,,,7245.72,0
CARTS-NMain-01-05,9,364800,10:07:00,10:07:00,,0,0,,,8916.56,0
CARTS-NMain-01-05,10,364801,10:09:00,10:09:00,,0,0,,,9556.41,0
CARTS-NMain-01-05,11,364759,10:10:00,10:10:00,,0,0,,,10336.26,
CARTS-NMain-01-04,0,364759,08:45:00,08:45:00,,0,0,,,0,0
CARTS-NMain-01-04,1,364792,08:49:00,08:49:00,,0,0,,,232.14,0
CARTS-NMain-01-04,2,364794,08:50:00,08:50:00,,0,0,,,883.1,0
CARTS-NMain-01-04,3,364795,08:52:00,08:52:00,,0,0,,,1914.61,0
CARTS-NMain-01-04,4,364796,08:53:00,08:53:00,,0,0,,,2664.26,0
CARTS-NMain-01-04,5,364797,08:55:00,08:55:00,,0,0,,,4062.11,0
CARTS-NMain-01-04,6,364798,08:58:00,08:58:00,,0,0,,,5094.62,0
CARTS-NMain-01-04,7,364799,09:03:00,09:03:00,,0,0,,,6642.74,0
CARTS-NMain-01-04,8,STOP_d7467004-6a75-4c81-9d0b-a37a8ed87bdc,09:04:00,09:04:00,,0,0,,,7245.72,0
CARTS-NMain-01-04,9,364800,09:07:00,09:07:00,,0,0,,,8916.56,0
CARTS-NMain-01-04,10,364801,09:09:00,09:09:00,,0,0,,,9556.41,0
CARTS-NMain-01-04,11,364759,09:10:00,09:10:00,,0,0,,,10336.26,
CARTS-NMain-01-11,0,364759,15:45:00,15:45:00,,0,0,,,0,0
CARTS-NMain-01-11,1,364792,15:49:00,15:49:00,,0,0,,,232.14,0
CARTS-NMain-01-11,2,364794,15:50:00,15:50:00,,0,0,,,883.1,0
CARTS-NMain-01-11,3,364795,15:52:00,15:52:00,,0,0,,,1914.61,0
CARTS-NMain-01-11,4,364796,15:53:00,15:53:00,,0,0,,,2664.26,0
CARTS-NMain-01-11,5,364797,15:55:00,15:55:00,,0,0,,,4062.11,0
CARTS-NMain-01-11,6,364798,15:58:00,15:58:00,,0,0,,,5094.62,0
CARTS-NMain-01-11,7,364799,16:03:00,16:03:00,,0,0,,,6642.74,0
CARTS-NMain-01-11,8,STOP_d7467004-6a75-4c81-9d0b-a37a8ed87bdc,16:04:00,16:04:00,,0,0,,,7245.72,0
CARTS-NMain-01-11,9,364800,16:07:00,16:07:00,,0,0,,,8916.56,0
CARTS-NMain-01-11,10,364801,16:09:00,16:09:00,,0,0,,,9556.41,0
CARTS-NMain-01-11,11,364759,16:10:00,16:10:00,,0,0,,,10336.26,
CARTS-Pink-01-08,0,364759,14:15:00,14:15:00,,0,0,,,0,0
CARTS-Pink-01-08,1,hbeh,14:17:00,14:17:00,,0,0,,,479.95,
CARTS-Pink-01-08,2,364803,14:18:00,14:18:00,,0,0,,,1185.3,0
CARTS-Pink-01-08,3,364804,14:20:00,14:20:00,,0,0,,,1716.27,0
CARTS-Pink-01-08,4,364805,14:23:00,14:23:00,,0,0,,,3039.95,0
CARTS-Pink-01-08,5,364806,14:27:00,14:27:00,,0,0,,,4477.04,0
CARTS-Pink-01-08,6,364807,14:30:00,14:30:00,,0,0,,,5076.26,0
CARTS-Pink-01-08,7,STOP_13581b6a-1760-4862-8bfc-6955a15a6fde,14:31:00,14:31:00,,0,0,,,5300.36,0
CARTS-Pink-01-08,8,364808,14:33:00,14:33:00,,0,0,,,5898.62,0
CARTS-Pink-01-08,9,rd27,14:36:00,14:36:00,,0,0,,,6303.61,
CARTS-Pink-01-08,10,364759,14:40:00,14:40:00,,0,0,,,6778.92,
CARTS-Willard-01-01,0,364759,06:45:00,06:45:00,,0,0,,,0,
CARTS-Willard-01-01,1,7uue,06:49:00,06:49:00,,0,0,,,2132.7,
CARTS-Willard-01-01,2,x2b2,06:51:00,06:51:00,,0,0,,,3083.43,
CARTS-Willard-01-01,3,go4g,06:52:00,06:52:00,,0,0,,,3903.5,
CARTS-Willard-01-01,4,54by,06:54:00,06:54:00,,0,0,,,4647.2,
CARTS-Willard-01-01,5,o4je,06:56:00,06:56:00,,0,0,,,5835.63,
CARTS-Willard-01-01,6,wyv1,07:00:00,07:00:00,,0,0,,,7500.5,
CARTS-Willard-01-01,7,5fez,07:02:00,07:02:00,,0,0,,,8394.77,
CARTS-Willard-01-01,8,364759,07:10:00,07:10:00,,0,0,,,9987.56,
CARTS-Willard-01-04,0,364759,09:45:00,09:45:00,,0,0,,,0,
CARTS-Willard-01-04,1,7uue,09:49:00,09:49:00,,0,0,,,2132.7,
CARTS-Willard-01-04,2,x2b2,09:51:00,09:51:00,,0,0,,,3083.43,
CARTS-Willard-01-04,3,go4g,09:52:00,09:52:00,,0,0,,,3903.5,
CARTS-Willard-01-04,4,54by,09:54:00,09:54:00,,0,0,,,4647.2,
CARTS-Willard-01-04,5,o4je,09:56:00,09:56:00,,0,0,,,5835.63,
CARTS-Willard-01-04,6,wyv1,10:00:00,10:00:00,,0,0,,,7500.5,
CARTS-Willard-01-04,7,5fez,10:02:00,10:02:00,,0,0,,,8394.77,
CARTS-Willard-01-04,8,364759,10:10:00,10:10:00,,0,0,,,9987.56,
CARTS-Willard-01-05,0,364759,10:45:00,10:45:00,,0,0,,,0,
CARTS-Willard-01-05,1,7uue,10:49:00,10:49:00,,0,0,,,2132.7,
CARTS-Willard-01-05,2,x2b2,10:51:00,10:51:00,,0,0,,,3083.43,
CARTS-Willard-01-05,3,go4g,10:52:00,10:52:00,,0,0,,,3903.5,
CARTS-Willard-01-05,4,54by,10:54:00,10:54:00,,0,0,,,4647.2,
CARTS-Willard-01-05,5,o4je,10:56:00,10:56:00,,0,0,,,5835.63,
CARTS-Willard-01-05,6,wyv1,11:00:00,11:00:00,,0,0,,,7500.5,
CARTS-Willard-01-05,7,5fez,11:02:00,11:02:00,,0,0,,,8394.77,
CARTS-Willard-01-05,8,364759,11:10:00,11:10:00,,0,0,,,9987.56,
CARTS-Willard-01-03,0,364759,08:45:00,08:45:00,,0,0,,,0,
CARTS-Willard-01-03,1,7uue,08:49:00,08:49:00,,0,0,,,2132.7,
CARTS-Willard-01-03,2,x2b2,08:51:00,08:51:00,,0,0,,,3083.43,
CARTS-Willard-01-03,3,go4g,08:52:00,08:52:00,,0,0,,,3903.5,
CARTS-Willard-01-03,4,54by,08:54:00,08:54:00,,0,0,,,4647.2,
CARTS-Willard-01-03,5,o4je,08:56:00,08:56:00,,0,0,,,5835.63,
CARTS-Willard-01-03,6,wyv1,09:00:00,09:00:00,,0,0,,,7500.5,
CARTS-Willard-01-03,7,5fez,09:02:00,09:02:00,,0,0,,,8394.77,
CARTS-Willard-01-03,8,364759,09:10:00,09:10:00,,0,0,,,9987.56,
CARTS-Willard-01-08,0,364759,13:45:00,13:45:00,,0,0,,,0,
CARTS-Willard-01-08,1,7uue,13:49:00,13:49:00,,0,0,,,2132.7,
CARTS-Willard-01-08,2,x2b2,13:51:00,13:51:00,,0,0,,,3083.43,
CARTS-Willard-01-08,3,go4g,13:52:00,13:52:00,,0,0,,,3903.5,
CARTS-Willard-01-08,4,54by,13:54:00,13:54:00,,0,0,,,4647.2,
CARTS-Willard-01-08,5,o4je,13:56:00,13:56:00,,0,0,,,5835.63,
CARTS-Willard-01-08,6,wyv1,14:00:00,14:00:00,,0,0,,,7500.5,
CARTS-Willard-01-08,7,5fez,14:02:00,14:02:00,,0,0,,,8394.77,
CARTS-Willard-01-08,8,364759,14:10:00,14:10:00,,0,0,,,9987.56,
CARTS-Willard-01-07,0,364759,12:45:00,12:45:00,,0,0,,,0,
CARTS-Willard-01-07,1,7uue,12:49:00,12:49:00,,0,0,,,2132.7,
CARTS-Willard-01-07,2,x2b2,12:51:00,12:51:00,,0,0,,,3083.43,
CARTS-Willard-01-07,3,go4g,12:52:00,12:52:00,,0,0,,,3903.5,
CARTS-Willard-01-07,4,54by,12:54:00,12:54:00,,0,0,,,4647.2,
CARTS-Willard-01-07,5,o4je,12:56:00,12:56:00,,0,0,,,5835.63,
CARTS-Willard-01-07,6,wyv1,13:00:00,13:00:00,,0,0,,,7500.5,
CARTS-Willard-01-07,7,5fez,13:02:00,13:02:00,,0,0,,,8394.77,
CARTS-Willard-01-07,8,364759,13:10:00,13:10:00,,0,0,,,9987.56,
CARTS-Willard-01-06,0,364759,11:45:00,11:45:00,,0,0,,,0,
CARTS-Willard-01-06,1,7uue,11:49:00,11:49:00,,0,0,,,2132.7,
CARTS-Willard-01-06,2,x2b2,11:51:00,11:51:00,,0,0,,,3083.43,
CARTS-Willard-01-06,3,go4g,11:52:00,11:52:00,,0,0,,,3903.5,
CARTS-Willard-01-06,4,54by,11:54:00,11:54:00,,0,0,,,4647.2,
CARTS-Willard-01-06,5,o4je,11:56:00,11:56:00,,0,0,,,5835.63,
CARTS-Willard-01-06,6,wyv1,12:00:00,12:00:00,,0,0,,,7500.5,
CARTS-Willard-01-06,7,5fez,12:02:00,12:02:00,,0,0,,,8394.77,
CARTS-Willard-01-06,8,364759,12:10:00,12:10:00,,0,0,,,9987.56,
CARTS-Baker-03,0,364759,08:15:00,08:15:00,,0,0,,,0,0
CARTS-Baker-03,1,364760,08:17:00,08:17:00,,0,0,,,1621.66,0
CARTS-Baker-03,2,3i48,08:18:00,08:18:00,,0,0,,,2716.12,
CARTS-Baker-03,3,364761,08:20:00,08:20:00,,0,0,,,3964.11,0
CARTS-Baker-03,4,364762,08:21:00,08:21:00,,0,0,,,4455.95,0
CARTS-Baker-03,5,364763,08:25:00,08:25:00,,0,0,,,5778.15,0
CARTS-Baker-03,6,364764,08:28:00,08:28:00,,0,0,,,7401.09,0
CARTS-Baker-03,7,364765,08:30:00,08:30:00,,0,0,,,8138.93,0
CARTS-Baker-03,8,364766,08:32:00,08:32:00,,0,0,,,8377.83,0
CARTS-Baker-03,9,p1rq,08:35:00,08:35:00,,0,0,,,9318.11,
CARTS-Baker-03,10,364759,08:40:00,08:40:00,,0,0,,,10009.67,0
CARTS-Baker-06,0,364759,11:15:00,11:15:00,,0,0,,,0,0
CARTS-Baker-06,1,364760,11:17:00,11:17:00,,0,0,,,1621.66,0
CARTS-Baker-06,2,3i48,11:18:00,11:18:00,,0,0,,,2716.12,
CARTS-Baker-06,3,364761,11:20:00,11:20:00,,0,0,,,3964.11,0
CARTS-Baker-06,4,364762,11:21:00,11:21:00,,0,0,,,4455.95,0
CARTS-Baker-06,5,364763,11:25:00,11:25:00,,0,0,,,5778.15,0
CARTS-Baker-06,6,364764,11:28:00,11:28:00,,0,0,,,7401.09,0
CARTS-Baker-06,7,364765,11:30:00,11:30:00,,0,0,,,8138.93,0
CARTS-Baker-06,8,364766,11:32:00,11:32:00,,0,0,,,8377.83,0
CARTS-Baker-06,9,p1rq,11:35:00,11:35:00,,0,0,,,9318.11,
CARTS-Baker-06,10,364759,11:40:00,11:40:00,,0,0,,,10009.67,0
CARTS-Baker-07,0,364759,12:15:00,12:15:00,,0,0,,,0,0
CARTS-Baker-07,1,364760,12:17:00,12:17:00,,0,0,,,1621.66,0
CARTS-Baker-07,2,3i48,12:18:00,12:18:00,,0,0,,,2716.12,
CARTS-Baker-07,3,364761,12:20:00,12:20:00,,0,0,,,3964.11,0
CARTS-Baker-07,4,364762,12:21:00,12:21:00,,0,0,,,4455.95,0
CARTS-Baker-07,5,364763,12:25:00,12:25:00,,0,0,,,5778.15,0
CARTS-Baker-07,6,364764,12:28:00,12:28:00,,0,0,,,7401.09,0
CARTS-Baker-07,7,364765,12:30:00,12:30:00,,0,0,,,8138.93,0
CARTS-Baker-07,8,364766,12:32:00,12:32:00,,0,0,,,8377.83,0
CARTS-Baker-07,9,p1rq,12:35:00,12:35:00,,0,0,,,9318.11,
CARTS-Baker-07,10,364759,12:40:00,12:40:00,,0,0,,,10009.67,0
CARTS-Baker-08,0,364759,13:15:00,13:15:00,,0,0,,,0,0
CARTS-Baker-08,1,364760,13:17:00,13:17:00,,0,0,,,1621.66,0
CARTS-Baker-08,2,3i48,13:18:00,13:18:00,,0,0,,,2716.12,
CARTS-Baker-08,3,364761,13:20:00,13:20:00,,0,0,,,3964.11,0
CARTS-Baker-08,4,364762,13:21:00,13:21:00,,0,0,,,4455.95,0
CARTS-Baker-08,5,364763,13:25:00,13:25:00,,0,0,,,5778.15,0
CARTS-Baker-08,6,364764,13:28:00,13:28:00,,0,0,,,7401.09,0
CARTS-Baker-08,7,364765,13:30:00,13:30:00,,0,0,,,8138.93,0
CARTS-Baker-08,8,364766,13:32:00,13:32:00,,0,0,,,8377.83,0
CARTS-Baker-08,9,p1rq,13:35:00,13:35:00,,0,0,,,9318.11,
CARTS-Baker-08,10,364759,13:40:00,13:40:00,,0,0,,,10009.67,0
CARTS-Baker-01,0,364759,06:00:00,06:00:00,,0,0,,,0,0
CARTS-Baker-01,1,69rr,06:00:00,06:00:00,,0,0,,,1624.97,
CARTS-Baker-01,2,3i48,06:00:00,06:00:00,,0,0,,,2732.46,
CARTS-Baker-01,3,364761,06:05:00,06:05:00,,0,0,,,3980.24,0
CARTS-Baker-01,4,364762,06:06:00,06:06:00,,0,0,,,4472.09,0
CARTS-Baker-01,5,364763,06:10:00,06:10:00,,0,0,,,5794.29,0
CARTS-Baker-01,6,364764,06:13:00,06:13:00,,0,0,,,6902.64,0
CARTS-Baker-01,7,364765,06:15:00,06:15:00,,0,0,,,7640.47,0
CARTS-Baker-01,8,364766,06:17:00,06:17:00,,0,0,,,7879.37,0
CARTS-Baker-01,9,p1rq,06:20:00,06:20:00,,0,0,,,8819.65,
CARTS-Baker-01,10,364759,06:40:00,06:40:00,,0,0,,,9511.21,0
CARTS-Baker-02,0,364759,07:15:00,07:15:00,,0,0,,,0,0
CARTS-Baker-02,1,364760,07:17:00,07:17:00,,0,0,,,1621.66,0
CARTS-Baker-02,2,3i48,07:18:00,07:18:00,,0,0,,,2716.12,
CARTS-Baker-02,3,364761,07:20:00,07:20:00,,0,0,,,3964.11,0
CARTS-Baker-02,4,364762,07:21:00,07:21:00,,0,0,,,4455.95,0
CARTS-Baker-02,5,364763,07:25:00,07:25:00,,0,0,,,5778.15,0
CARTS-Baker-02,6,364764,07:28:00,07:28:00,,0,0,,,7401.09,0
CARTS-Baker-02,7,364765,07:30:00,07:30:00,,0,0,,,8138.93,0
CARTS-Baker-02,8,364766,07:32:00,07:32:00,,0,0,,,8377.83,0
CARTS-Baker-02,9,p1rq,07:35:00,07:35:00,,0,0,,,9318.11,
CARTS-Baker-02,10,364759,07:40:00,07:40:00,,0,0,,,10009.67,0
CARTS-Baker-04,0,364759,09:15:00,09:15:00,,0,0,,,0,0
CARTS-Baker-04,1,364760,09:17:00,09:17:00,,0,0,,,1621.66,0
CARTS-Baker-04,2,3i48,09:18:00,09:18:00,,0,0,,,2716.12,
CARTS-Baker-04,3,364761,09:20:00,09:20:00,,0,0,,,3964.11,0
CARTS-Baker-04,4,364762,09:21:00,09:21:00,,0,0,,,4455.95,0
CARTS-Baker-04,5,364763,09:25:00,09:25:00,,0,0,,,5778.15,0
CARTS-Baker-04,6,364764,09:28:00,09:28:00,,0,0,,,7401.09,0
CARTS-Baker-04,7,364765,09:30:00,09:30:00,,0,0,,,8138.93,0
CARTS-Baker-04,8,364766,09:32:00,09:32:00,,0,0,,,8377.83,0
CARTS-Baker-04,9,p1rq,09:35:00,09:35:00,,0,0,,,9318.11,
CARTS-Baker-04,10,364759,09:40:00,09:40:00,,0,0,,,10009.67,0
CARTS-Baker-05,0,364759,10:15:00,10:15:00,,0,0,,,0,0
CARTS-Baker-05,1,364760,10:17:00,10:17:00,,0,0,,,1621.66,0
CARTS-Baker-05,2,3i48,10:18:00,10:18:00,,0,0,,,2716.12,
CARTS-Baker-05,3,364761,10:20:00,10:20:00,,0,0,,,3964.11,0
CARTS-Baker-05,4,364762,10:21:00,10:21:00,,0,0,,,4455.95,0
CARTS-Baker-05,5,364763,10:25:00,10:25:00,,0,0,,,5778.15,0
CARTS-Baker-05,6,364764,10:28:00,10:28:00,,0,0,,,7401.09,0
CARTS-Baker-05,7,364765,10:30:00,10:30:00,,0,0,,,8138.93,0
CARTS-Baker-05,8,364766,10:32:00,10:32:00,,0,0,,,8377.83,0
CARTS-Baker-05,9,p1rq,10:35:00,10:35:00,,0,0,,,9318.11,
CARTS-Baker-05,10,364759,10:40:00,10:40:00,,0,0,,,10009.67,0
CARTS-Baker-09,0,364759,14:15:00,14:15:00,,0,0,,,0,0
CARTS-Baker-09,1,364760,14:17:00,14:17:00,,0,0,,,1621.66,0
CARTS-Baker-09,2,3i48,14:18:00,14:18:00,,0,0,,,2716.12,
CARTS-Baker-09,3,364761,14:20:00,14:20:00,,0,0,,,3964.11,0
CARTS-Baker-09,4,364762,14:21:00,14:21:00,,0,0,,,4455.95,0
CARTS-Baker-09,5,364763,14:25:00,14:25:00,,0,0,,,5778.15,0
CARTS-Baker-09,6,364764,14:28:00,14:28:00,,0,0,,,7401.09,0
CARTS-Baker-09,7,364765,14:30:00,14:30:00,,0,0,,,8138.93,0
CARTS-Baker-09,8,364766,14:32:00,14:32:00,,0,0,,,8377.83,0
CARTS-Baker-09,9,p1rq,14:35:00,14:35:00,,0,0,,,9318.11,
CARTS-Baker-09,10,364759,14:40:00,14:40:00,,0,0,,,10009.67,0
CARTS-Baker-10,0,364759,15:15:00,15:15:00,,0,0,,,0,0
CARTS-Baker-10,1,364760,15:17:00,15:17:00,,0,0,,,1621.66,0
CARTS-Baker-10,2,3i48,15:18:00,15:18:00,,0,0,,,2716.12,
CARTS-Baker-10,3,364761,15:20:00,15:20:00,,0,0,,,3964.11,0
CARTS-Baker-10,4,364762,15:21:00,15:21:00,,0,0,,,4455.95,0
CARTS-Baker-10,5,364763,15:25:00,15:25:00,,0,0,,,5778.15,0
CARTS-Baker-10,6,364764,15:28:00,15:28:00,,0,0,,,7401.09,0
CARTS-Baker-10,7,364765,15:30:00,15:30:00,,0,0,,,8138.93,0
CARTS-Baker-10,8,364766,15:32:00,15:32:00,,0,0,,,8377.83,0
CARTS-Baker-10,9,p1rq,15:35:00,15:35:00,,0,0,,,9318.11,
CARTS-Baker-10,10,364759,15:40:00,15:40:00,,0,0,,,10009.67,0
CARTS-NMain-01-03,0,364759,07:45:00,07:45:00,,0,0,,,0,0
CARTS-NMain-01-03,1,364792,07:49:00,07:49:00,,0,0,,,232.14,0
CARTS-NMain-01-03,2,364794,07:50:00,07:50:00,,0,0,,,883.1,0
CARTS-NMain-01-03,3,364795,07:52:00,07:52:00,,0,0,,,1914.61,0
CARTS-NMain-01-03,4,364796,07:53:00,07:53:00,,0,0,,,2664.26,0
